ID,Name,Surname,Age,GPA
340224,Dillon Robinson,Lane,35,3.32
894869,Melanie Gonzales,Murray,52,2.18
874508,Erica Khan,Austin,74,2.21
869307,Joseph Nguyen,Henderson,10,1.97
429761,Wesley Brown,Santiago,63,0.61
484332,Heather Chavez,Love,69,1.29
398294,Christina Garcia,Brennan,10,3.6
733274,James Walker,Carr,91,3.08
995019,William Yang,Esparza,93,3.41
913340,Michele Garcia,Walker,64,1.35
433943,Wendy Sutton,Maldonado,86,3.19
101234,Bradley Martinez,Mccarty,69,0.14
616798,Jacob Mitchell,Moore,33,2.05
662682,Christina Hall,Golden,87,3.72
367617,Andrew Hughes,Smith,12,3.25
368037,Kristen Little,Baker,93,3.27
524560,Lorraine Mack,Johnson,40,1.7
785831,Benjamin Flores,Reyes,81,2.21
744693,Kimberly Reynolds,Jarvis,82,2.47
864294,Roy Davis,Best,17,3.7
157149,James Hart,Herrera,16,1.4
614864,Christopher Bray,Buckley,48,1.11
725749,Lauren Garza,Moon,90,3.18
163524,Ronald Merritt,Patel,20,1.9
510585,Natasha Smith,Newman,80,0.37
612972,Ashley Mitchell,Carter,88,0.7
645513,Daniel Callahan,Torres,78,2.66
774005,Andrew Contreras,Webb,32,0.17
234311,Elizabeth Thomas,Larson,66,0.16
967467,Mike Hunter,Mcmahon,29,2.02
182645,Christopher Torres,Garcia,22,2.88
735136,Morgan Mcdonald,Montgomery,18,1.5
547047,Douglas Jordan,Patterson,10,2.0
101025,Tammy Hull,Sweeney,23,2.11
989361,Vernon Bush,Gibson,13,2.75
816776,Shelley Greene,Clarke,29,1.11
632976,Robert Brock,Jones,38,0.26
228341,Michelle Bean,Pugh,55,3.62
675136,Robert Morales,Gutierrez,48,2.35
661565,Maria Hicks,Cooper,67,3.53
748987,Ashley Whitehead,Steele,16,0.94
623781,Ashley Booth,Ward,88,3.62
464515,Amy Bryan,Wyatt,50,3.21
402391,Samantha Evans,Hernandez,88,3.21
897975,Cheryl Mcguire,Adams,85,0.2
196026,Patty Cooper,Bowman,36,1.34
656168,Marissa Warner,Edwards,49,3.1
904381,Connor Ford,Foster,48,2.17
132178,Allen Wilson,Spencer,95,1.34
178274,Nathan Luna,Lee,58,2.61
202524,Scott Silva,Kline,13,2.96
114742,Larry Mccall PhD,Lopez,80,2.38
324882,Mary Miller,Moore,87,1.21
611627,Michael Rodriguez,Rivas,18,2.46
266452,Candice Turner,Banks,41,1.61
798802,Elizabeth Lopez,Lowe,33,1.74
201039,Brandon Alvarez,Maddox,35,2.49
946324,James Baird,Johnson,66,0.63
348377,Madison Howell,Sherman,57,3.29
257508,David Moore,Richardson,96,0.72
439667,Natalie Garrison,Romero,77,2.62
154883,Caleb Johnson,Carney,74,3.95
852628,Amanda Kelley,Riley,39,1.62
780405,Megan Haynes,Larson,87,3.83
746907,Laura Beasley,Mason,70,1.34
138561,Kathleen Morris,Ochoa,84,0.83
666439,Mary Bolton,Harvey,96,3.51
746795,Brooke Stone,Long,71,3.39
577908,Debra Lee,Shannon,20,0.07
589025,Deborah Mcdaniel,Stephenson,30,3.07
150027,Erin Russell,Acosta,90,1.12
726267,Randy West,Nixon,89,0.09
972869,Gary Parker,Buckley,83,1.24
966865,Nathan Grant,Adams,78,2.91
697338,Brandi Johnson,Jordan,54,2.53
515102,Michelle Russell,Hurley,22,1.46
754157,Ashley Cochran,Coleman,25,1.36
252327,Karina Harris,Anderson,63,0.83
459461,Jack Lee,Campos,42,0.66
264024,Roger Hudson,Foster,50,3.61
799599,Christine Kelly,Ellis,59,2.59
429956,Jessica Carter,Wilson,60,0.81
277157,Rachel Wilson,Lee,69,1.62
705179,Michael Williams,Steele,75,3.72
177562,Justin Phillips,Mills,41,0.71
973063,Rachel Walker,Valenzuela,19,1.14
738239,Kristopher Thomas,Acosta,49,0.89
313776,Julie Frazier,Reynolds,20,3.28
896177,Michelle Mcmahon,Oconnell,38,0.11
255688,Paul Hunt,Bell,89,1.33
754781,Walter Adams,Mccoy,32,2.15
841140,Monica Moore,Hatfield,57,2.56
604508,Jennifer Meyer,Lutz,45,1.44
676331,Crystal Mendoza,Nelson,87,3.44
510929,Ashley Lewis,Martinez,97,0.16
338466,Brian Spears,Baldwin,79,3.79
814304,Brian Hamilton,Hopkins,91,0.68
305316,Ryan Williams,Francis,97,3.61
409289,Joseph Lynch,Patterson,19,0.67
388937,Charles Strong,Smith,52,3.14
980725,Courtney Evans,Harvey,37,2.54
416265,Pamela Robertson,Jimenez,15,3.66
576750,Dr. Travis Ward PhD,Velasquez,66,2.87
708670,Antonio Perez,Crawford,75,0.65
504835,Desiree Tran,Hines,56,1.23
981337,Jessica Anthony,Smith,16,1.44
688799,Melanie Beck,Taylor,73,2.4
850646,Christina Serrano,Malone,38,3.36
430864,Tracy Romero,Quinn,88,3.92
805424,Luis Owens,Smith,90,3.92
557953,Lori Golden,Jones,38,0.54
446103,Brandy Brown,Hood,36,1.67
171538,Erin Lopez,Welch,77,3.41
354379,Ethan Curtis,Garcia,25,3.61
495739,Hannah Hutchinson,Murillo,65,1.71
589775,Thomas Sherman,Gibson,80,3.17
266477,Felicia Krause,Chandler,67,2.37
209380,Patricia Hooper,Williams,70,3.71
543809,Valerie Nelson,Keller,74,1.65
741915,Amber Molina,Gross,87,1.63
592075,Jason Ho,Brock,32,1.82
715049,Karen Bailey,Brown,73,2.16
649684,Stephanie Hardy,Ponce,77,1.63
827436,Benjamin Stevens,Callahan,19,3.62
232653,Rachael Adams,Davis,81,1.93
572755,Carrie Sanchez,Miles,44,0.65
484550,Mallory Brown,Bates,99,3.61
167496,Wayne Beck,Campbell,96,2.24
248098,Michelle Jimenez,Knight,44,3.05
942686,Michael Clark,Sullivan,44,0.86
482803,Stephen Brady,Gonzalez,85,0.77
912477,Lauren Clarke,Jones,46,1.08
270652,Jason Taylor,Cardenas,61,3.96
174897,Jimmy Stevens,Gomez,17,1.65
140939,Edwin Delgado,Hobbs,44,1.98
120120,Patrick Armstrong,Roman,28,0.8
592126,Courtney Morales,Mcdonald,18,2.13
424501,William Clark,Larson,28,2.91
888871,Amy Valdez,Dunn,11,1.3
516088,Aaron Stewart Jr.,Martinez,91,3.19
661002,David Hernandez,Banks,20,3.06
507443,Sarah Sanchez,Le,89,3.68
520463,Kristin Guerra,Stewart,12,2.43
950599,Katelyn Thornton,Sullivan,37,2.25
726743,Michelle Brown,George,76,3.37
178201,Michael Ramirez,Spears,72,2.35
526815,Terri White,Vargas,15,1.65
839438,Danny Dennis,Crawford,76,1.05
663562,David Gross,Smith,29,0.62
228469,Megan Klein,Brown,17,0.75
807330,Eric Willis,George,39,3.47
775782,Carly Sellers,Gutierrez,76,1.49
427915,Michael Jones,Cervantes,87,0.96
590227,Lisa Rowe,Pena,30,2.3
828416,Jordan Lawrence,Brown,25,0.01
635496,Michelle Blake,Gonzalez,28,0.82
201167,Tiffany Collins,Moran,17,3.24
155466,Tiffany Elliott,Sanchez,25,3.96
514190,Tammy Eaton,Delacruz,41,2.9
131578,Joshua Garcia,Landry,33,1.23
666582,Natalie Becker,Turner,26,0.06
895368,Amy Sanders,Newton,50,0.81
281022,Joanne Whitehead,Davis,35,0.16
319933,Mitchell Sanchez,Elliott,64,1.82
612841,Charles Simpson,Hughes,14,2.46
151945,Joy Grant,Kent,41,2.85
663011,Victoria Roberts PhD,Morgan,40,0.28
367780,Joshua Bridges,Williams,35,1.23
521052,Dylan Chan,Novak,90,1.79
593499,Miguel Nelson,Salazar,41,2.78
559359,Nathan Kent,Henderson,65,0.87
645726,Christina Gray,Ramsey,99,3.77
470910,Elizabeth Carr,Herrera,34,2.47
918517,Taylor Anderson,Gonzalez,40,0.36
435863,Kimberly Williams,Taylor,51,1.46
349256,Kayla Holden,Rivera,18,1.43
554520,Bryan Mitchell,Allen,39,0.56
868561,Jeffrey Fuentes,Cook,24,0.37
698918,Annette Beck,Wright,59,0.36
828256,Lindsey Miller,Olson,18,2.78
435254,Rebecca Henderson,Harrison,41,3.57
680645,Jessica Andrews,Shaw,66,1.83
996606,Christopher Harrison,Rosales,62,1.35
143873,Laura Church,Cardenas,41,0.18
128845,Michael Fisher,Garcia,21,3.79
226681,Leslie Moore,Martinez,63,0.98
904710,Vanessa Smith,Miller,41,0.87
670177,Daniel Lee,Marsh,44,0.63
866183,Mrs. Sydney Williams,Marshall,74,2.48
255120,Caroline Gardner,Green,87,2.42
891280,Tiffany Fisher,Riddle,45,2.68
346977,Stephanie Andrews,Rice,59,0.12
469566,Adam Powell,Richards,97,1.14
627763,James Mcintosh,Berry,55,2.1
426162,Derek Brown,Weiss,22,2.66
458078,Lindsay Farrell MD,Fernandez,10,0.89
330268,Stacy Gonzalez,Johnson,25,1.66
917293,Sean Jackson,Williamson,78,1.39
970849,Victor Romero,Hernandez,88,2.29
492247,Carlos Rivera,Walsh,67,0.22
753278,Sarah Griffin,Woods,76,0.21
816916,Mr. Michael Hernandez,Li,69,3.08
734993,Cheryl Burnett,Pope,52,1.75
336044,Holly Anderson,Duncan,23,3.66
411568,Linda Carpenter,Shepard,87,2.77
932742,Michael Wood,Gray,28,0.54
467810,Daniel Carrillo,Gilbert,19,0.77
993447,Derek Sanchez,Delgado,90,2.94
417276,Amanda Phillips,Merritt,10,2.01
782220,Patricia Williams,Madden,74,1.69
909494,Alexis Silva,Reyes,54,2.32
889415,Peter Matthews,Martinez,68,3.29
831492,Evelyn Sullivan,Bryant,68,2.69
467696,Briana Avila,Sanford,66,0.32
929427,Richard Christensen,Hicks,84,0.06
663385,Matthew Barker,Mcclain,60,3.18
290776,Karen Church,Burton,80,3.74
175639,Nicholas Cooper,Hayes,12,0.05
910231,Vickie Poole,Williams,83,0.06
293729,Kevin Welch,Brown,92,1.56
910292,Danny Harrington,Perez,66,2.67
867842,Terri Bowers,Jackson,93,3.38
977695,Heidi Dean,Campbell,73,3.36
234786,Shannon Black,Gomez,75,3.59
667616,Alejandro Cross,Ferrell,99,3.66
250704,Jerry White,Jennings,38,1.19
131738,William Jones,Torres,62,3.55
681186,Melissa Thornton MD,Henson,58,3.92
985047,Nicole Hunter,Ryan,63,2.26
567304,Brenda Frank,Cook,74,2.21
248472,Michael Velez,Beasley,82,3.64
994522,Paula Davis,Frazier,67,3.03
606367,Alicia Cohen,Cooke,22,3.01
473120,Todd Mccoy,Carr,91,1.24
352746,Mary Moss,Johnston,14,0.29
143042,Jessica Jordan,Klein,44,0.5
379627,Heidi Sims,Blair,84,3.12
512653,Emily Frank,Horne,76,0.88
718474,Amy Rogers,Ward,49,1.24
234572,Shane Cordova,Mclaughlin,30,0.13
715518,Deborah Preston,Nguyen,76,0.42
539273,Matthew Fritz,Castillo,42,1.91
864796,William Diaz,Mendez,57,3.46
508784,Virginia Andrews,Sparks,67,0.61
701054,David Sanchez,Graves,79,2.12
310872,Mario Nielsen,Howell,97,0.6
280821,Rachel Hall,Buck,86,1.0
177260,Erin Rodriguez,Hernandez,98,0.21
610562,Ronald Johnson,Foley,59,1.2
131887,Frank Roberts,Myers,39,0.77
662426,Lisa Diaz,Potter,74,0.33
806637,Andrea Diaz,Patterson,45,3.88
243807,David Johnson,Flynn,67,1.64
874110,Kelly Miller,Wood,11,2.25
721352,Patricia Park,Carter,68,2.18
711766,Jamie Flores,Swanson,58,0.29
580285,Jessica Ramos,Davis,97,2.59
971047,Kristen Williams,Hart,19,2.18
762513,Jamie Sanchez,Harrington,84,2.86
694994,Michael Boyle,Turner,57,3.89
201090,Jamie Mack,King,45,3.93
466133,Melanie Roberts,Le,17,0.7
859002,John Jenkins,Morales,57,1.5
361479,Erin Scott,Crawford,85,0.92
237875,Zachary Salazar,Santiago,93,0.39
121862,Joshua Morgan,Morgan,71,1.63
250681,Rebekah Russell,Ramirez,42,0.6
706885,Samantha Drake,Kim,27,1.22
935474,Carl Beard,Patterson,67,1.08
820234,Julie Gomez,Robinson,17,0.37
636601,Beverly Barnes,Rogers,75,2.95
797294,Ricardo Reynolds,Taylor,85,0.78
337844,Evan Vaughn,Pearson,70,0.2
306221,Lori Schmidt,Young,85,0.59
862899,Sandra Banks,Figueroa,96,1.39
618622,Aaron Lee,Edwards,30,2.66
577261,Geoffrey Oliver,Stout,96,0.79
668976,Russell Snyder,Herman,84,0.57
914703,Diana Farley,Romero,37,3.93
671373,Dr. Eric Page,Marquez,99,1.77
723382,Donald Garrett,Gardner,49,3.45
822387,Walter Torres,Rodriguez,43,0.43
403875,Steven Clayton,Cruz,73,1.93
882001,Julie Medina,Li,12,0.83
755845,Danielle Lopez,Schmitt,60,2.15
801989,Sonya Fry,Villarreal,58,3.59
439067,Caitlyn Burns,Owens,31,2.01
418502,Jamie Benton,Smith,61,1.19
227823,Mr. Jason Howell III,Bauer,46,2.61
935113,Kristie Fischer,Mayo,99,2.42
624490,Abigail Serrano,Gomez,17,3.73
366437,Ariel Johnson,Gibson,27,2.74
867960,Edward Thornton,Underwood,92,2.89
558628,Ryan Beltran,Beck,79,0.97
993031,Jessica Lopez,Parsons,88,1.26
513936,Ernest Miller,Woods,14,3.05
703541,Anna Fisher,Hall,51,0.93
834609,Jorge Garcia,Martin,97,2.36
915180,Devin Carter,Webb,70,3.45
569476,Kathleen Hernandez,Pearson,81,3.36
877218,Rebecca Williams,Ray,46,2.05
101887,David Hoffman,Anderson,71,1.51
710660,Michael Sanders,Alvarez,46,3.93
836964,Julie Martin,Brown,85,3.22
463203,Jeremy Richards,Stevens,30,3.13
918563,Elizabeth Randall,Lopez,30,1.22
900712,Karen Moreno,Mercado,56,3.42
184883,James Combs,Thomas,21,2.65
567535,Darlene Smith,Browning,78,0.42
246332,Jeanne Brown,Vargas,72,0.97
260964,Tonya Mendoza,Moody,88,2.08
195768,Karen Stafford,Rhodes,44,0.15
347034,Derrick Rich,Arroyo,78,3.51
497318,Brandon Gutierrez,Sanders,77,1.42
281719,Christopher Frederick,Olsen,71,1.52
263856,Savannah Ayala,Thomas,63,0.28
243640,Jeremy Thompson,Greer,30,1.5
797442,Sharon Clark,Peterson,79,0.18
634078,Dennis Hanson,Duke,80,0.98
345778,Linda King,Taylor,36,2.55
633981,Melissa Miller MD,Trevino,16,3.1
198760,Dana Murray,Brown,88,1.68
998280,David Torres,Hebert,74,3.76
373871,Madeline Hunt,Miller,65,1.7
139356,Robert Holland,Smith,53,0.07
391406,Yvonne Smith MD,Case,56,1.98
106445,Lucas Patterson,George,89,2.95
257967,Michael Wagner,Kelly,20,3.08
500924,William Allen,Davis,18,3.4
121669,Johnny Parsons,Brown,92,0.15
945126,Lonnie Martinez,Horton,12,0.57
136146,Kendra Ortega,Diaz,78,3.64
810067,Andrew Riley,Nichols,26,2.66
281457,Amanda Holmes,Morris,89,0.89
800384,Michael Olson,Simmons,90,1.48
374810,Donald Garcia,Jones,72,1.77
491167,Rhonda Thornton,Welch,95,0.68
729984,Johnathan Graham,Silva,29,1.86
664637,Madison Nelson,Day,88,3.76
633147,Brenda Hayes,Moody,87,1.88
997784,Christopher Smith,Peterson,90,0.99
584213,Vincent Owens,Watkins,22,2.42
791946,Donna Goodwin,Elliott,97,2.9
255828,Amanda Serrano,Garcia,90,3.14
784928,Terri Baldwin,Ross,54,3.04
566065,Elizabeth Moran,Hardy,37,1.83
485782,Heidi Campbell,Molina,99,1.51
701785,Alicia Barron,Duarte,100,2.14
787973,George Armstrong,Carr,92,2.76
461162,James Taylor,Bullock,39,2.79
408567,Jessica Anderson,Robinson,23,1.03
713072,Danielle Porter,Moore,72,0.27
741803,Jasmine Wood,Beck,86,2.88
346013,Justin Fox,Martin,49,2.43
856326,Nicole Garner,Farley,88,3.43
508875,Carlos Vazquez,Jones,78,2.19
130706,Melissa Moore,Davis,84,0.26
972859,Karen Price,Paul,73,3.91
244303,Andrew White,Jackson,47,1.92
530796,Shelly Anthony,Maldonado,43,2.97
938264,Willie Patterson,Eaton,47,0.12
945051,Jamie Wilson,Walker,98,0.54
718664,Amanda Brennan,Gates,54,3.96
468341,Adrian Schmidt,Smith,36,2.55
207476,Jason Johnson,Weaver,88,1.06
516532,Cindy Vargas,Martin,63,2.7
167044,Aaron Brown,Smith,24,0.03
676612,Albert Jacobson,Smith,27,0.31
638501,James Scott,Ellis,95,2.58
991426,Timothy Sawyer,Guerra,53,3.96
329700,Dennis Kaiser,Ochoa,61,2.96
809871,Joshua Knight,Young,58,1.01
431793,Brandon Thompson,Burnett,35,2.63
913099,Sharon Wood,Golden,49,0.39
617339,Anthony Sanchez,Blair,94,0.66
770321,Emily Goodman,Stephens,23,3.21
190780,Nicholas Barrera,Gonzales,38,3.07
462969,Jennifer Zuniga,Johns,90,2.74
693150,Jennifer Powell,Schmidt,65,3.32
467480,Ernest Ward,Long,29,1.64
690476,Joseph Crane,Reyes,38,3.57
797508,Mia Smith,Vazquez,49,1.36
632118,Sheryl Kerr,Mendoza,62,3.4
147651,Robert Edwards,Holloway,91,1.14
280735,Lisa Copeland,Serrano,67,3.67
664195,Dr. Mark Frye,Jones,18,2.83
299057,Michelle Walton,Wilson,12,3.69
259968,Jessica Bonilla,Davis,77,1.66
819264,Sandra Mcintyre,Wilson,88,3.52
926623,Theresa Turner,Dunn,22,1.77
508721,Richard Johnson,Heath,15,2.09
617852,Mark Baird,Johnson,80,3.45
783905,Michael Brown,Vaughan,77,2.92
691464,Elizabeth Cain,George,12,2.04
197083,Megan Ramirez,Simon,29,1.28
153469,Brian David,Davis,19,0.61
373667,Marie Wilson,Hobbs,100,0.96
992576,Donald Romero,Little,62,2.48
819901,Christian Coleman,Nelson,100,3.68
257587,James Walker,Ewing,26,2.42
569043,Rachel Thomas,Jones,27,2.53
859804,Haley Garcia,Olson,13,2.21
755202,Rose Rivers DDS,Humphrey,68,2.39
460909,Mark Hill,Walker,75,1.87
706851,Holly Lee,Martinez,45,3.0
568780,Robin Perez,Pollard,27,3.8
271610,Scott Hughes,Davis,77,2.61
290042,Cameron Ramos,Williams,35,3.29
660193,Shawn Hughes,Melendez,95,0.44
231115,Kirk Mcdonald,Garcia,20,1.72
792082,Shelia Pratt,Shelton,44,1.44
875406,Daniel Garza MD,Robertson,87,1.65
705132,Brittany Ball,Payne,83,1.66
147232,Laura Conley,Wilkins,68,1.85
594555,Eric Sexton,Vargas,42,0.78
605159,Barbara Ramos,Solis,69,0.38
851033,Christina Berg,Rhodes,74,2.84
524762,Seth Livingston Jr.,Moore,94,0.09
834772,Michael White,Aguilar,69,2.68
900323,Amanda Rodriguez,Lopez,46,3.85
513669,Scott Thomas,Weiss,80,2.2
966142,Amber Love,Livingston,47,0.87
607863,Louis Jackson,Johnson,75,3.95
891524,Jennifer Drake,Green,66,0.82
522424,Jonathon Hoffman,Boyd,53,0.61
349639,Michelle Owens,Smith,38,2.5
591535,Jennifer Smith,Marshall,67,2.22
670046,Cassandra Schmidt,Wagner,89,1.08
101377,John Smith,Young,91,2.64
331334,Cody Ochoa,Warner,51,2.16
112381,Kristine Tran,Kline,68,1.29
949179,Christopher Simpson,Tucker,24,0.33
544950,Michael Garcia,Oliver,21,0.26
952270,Robert Osborne,Tyler,67,3.81
454947,Chad Russell,Figueroa,15,2.42
787819,William Jones,Rojas,68,3.86
663161,Victoria Salazar,Turner,96,1.72
989232,Jenna Perez,Hartman,72,0.05
720211,Alyssa Lee,Johnson,46,1.79
621291,David Pollard PhD,Curry,55,1.08
863073,Carrie Moreno,Jimenez,21,0.55
835542,Michelle Gentry,Gomez,42,1.17
895694,Mike Acosta,West,83,2.92
365259,Annette Gonzalez,Williams,49,2.47
607332,Diana Robinson,Simmons,60,1.24
920345,Brian Floyd,Wright,24,3.94
321061,Robert Cruz,Gregory,94,0.86
171514,Courtney York,Myers,91,1.86
202129,Shawn Spears,Jennings,60,0.0
306794,Sara Bautista,Leonard,49,2.0
639199,Bridget Gilbert,Porter,53,0.9
961229,Kristin Cooper,Nixon,60,2.72
177046,Beth Young,Cox,20,3.51
464461,Joseph Graham,Schwartz,99,0.83
741952,Steven Anderson,Morgan,12,3.24
766689,Lauren Wilson,Taylor,56,3.17
395591,Jonathan Simmons,Johnson,71,2.52
166356,Stephen Williams,Lewis,94,3.39
715457,Donald Mccarthy,Turner,73,2.6
271627,Mark Nixon,Boyd,51,1.01
997718,Randy Blake,Shaw,90,3.52
681449,Susan Smith,Cole,80,1.84
288646,Lance Nichols,Bell,79,1.86
369165,Charles Webb,Elliott,40,1.07
628208,Sarah Marsh,Porter,70,1.48
602409,Valerie Quinn,Henderson,52,3.58
151388,Jacqueline Haynes,Delgado,36,2.31
126608,Ashley Caldwell,Smith,39,0.28
409786,Rachel Mcdonald,Holland,95,2.01
669483,Kimberly Adkins,Miller,70,3.63
258061,Mark Spencer,Hammond,18,3.78
195481,William Mann,Martin,16,0.78
841383,Evelyn Cox,Thompson,75,2.07
883983,Kevin Wang,Wade,83,3.37
931599,Maria Davis,Peters,59,0.21
584586,Kelly Rivera,Branch,20,1.89
157657,Monique Sellers,Davis,56,0.11
444704,Jasmine Flores MD,Mullins,31,0.03
513469,Emily Peters,Johnson,27,2.34
157713,Susan Knight,Pope,78,2.98
617358,Jocelyn Martinez,Johnson,63,2.14
215404,Cheryl Cunningham,Mitchell,94,1.93
998347,Thomas Ferguson,Williams,20,0.54
363097,Patricia Gonzalez,Matthews,51,2.02
461277,Robert Kane,Reid,39,2.36
273270,Bonnie Best,Jimenez,92,1.65
713289,Ashley Murphy,White,71,2.96
478490,Todd Lee,Watson,65,3.24
109071,Katie Foster,Holt,94,3.87
398138,Nancy Cummings,Allen,50,1.14
189430,Amanda Knapp,Thompson,49,0.89
739178,Frances Burton,Hill,28,3.06
133167,Justin Murillo,Schmitt,23,3.45
155170,Michelle Bautista,Mcdonald,13,1.65
502593,Vincent Bowman,Castro,50,0.14
395092,Norma Singh,Holmes,54,2.17
914324,Francisco Parker,Smith,42,0.81
462194,Curtis Palmer,Foster,45,0.26
393207,Taylor Bush,Oneill,39,0.76
258179,Meagan Sutton,Weaver,42,1.1
754104,Joseph Jenkins,Pierce,75,1.55
237670,Robert Hayes,Jones,95,1.98
295895,Jessica Moon,Dunlap,37,2.35
814983,Kristen Morgan,Goodman,39,2.58
844159,Christine Morgan,Newman,35,3.51
729210,Diane Williams,Crosby,50,1.06
404190,Vanessa Edwards,Phillips,60,1.9
312749,Michael Harris,Parker,82,0.28
356145,Brenda Smith,Smith,70,3.89
864184,Jennifer Williams,Smith,79,2.51
996143,David Moore,Smith,58,1.82
893309,Nicole Wilson,Hensley,73,3.55
605282,Brian Bailey,Harris,65,1.61
776848,Denise Tran,Wilson,76,2.86
431510,Jennifer Ross,Taylor,67,2.68
208462,Stephanie Ferrell,Hamilton,81,0.69
958923,Joseph Molina,Stone,85,3.7
343751,Terry Martinez,Davis,83,1.7
185260,Andrea White,Rodriguez,55,1.44
121184,Matthew Hayes,Zamora,88,1.94
100737,April Harrison,Chapman,86,1.12
546638,Melvin Stanley,Stewart,33,2.95
722032,Henry Collier,Lucas,81,2.96
473062,Richard Hill,Reese,97,0.98
844235,Amanda Henderson,Sandoval,77,2.66
887111,Victoria Allen,Kim,46,2.08
564622,Lindsey Kelley,Vasquez,82,1.16
803558,Gabriela Simpson,Fernandez,94,2.8
956116,Amber Bennett,James,86,0.27
232262,Theresa Robertson,Weber,70,2.5
466925,Larry Saunders IV,Morales,49,3.55
560626,Dennis Lawson,Ramirez,63,0.56
174614,Matthew Reyes,Tyler,18,0.57
388661,Shawn Mcdaniel,Stewart,49,0.25
413836,Christina Robinson,Young,21,1.84
749769,Douglas Gallagher,Johnson,20,3.71
823962,Gregory Castro,Jones,95,0.43
882837,Sarah Macdonald,Ray,68,2.41
689144,Douglas Allen,Powell,98,3.55
880355,Christina Booker,Oliver,80,1.7
145917,Danielle Williams,Rowe,35,0.77
125056,Renee Davis,Aguilar,64,1.39
976667,Christopher Jones,Jones,96,0.93
343748,Samantha Martinez,Rice,87,0.36
515123,Dr. Anita Campos,Brown,70,0.7
451628,Karla Watkins,Anderson,67,3.97
737296,John Blackwell,Hardin,48,0.94
160632,Luis Brown,Cannon,23,2.92
726347,David Barnes,Bailey,17,3.32
927979,Alyssa Harris,Johnson,94,3.05
445406,Emily West,Daniels,62,2.67
402629,Kathy Page,Wu,78,0.54
969195,Dr. Charles Garcia,Davis,37,0.5
355120,Jessica Buchanan,Bailey,41,0.67
224490,Jacob Norton,Cole,51,2.57
605661,Jill Pena,Young,96,2.77
613930,Nicholas Wolfe,Walker,17,2.36
861774,John Shannon,Martinez,39,1.7
565559,Jacqueline Smith,Lawson,10,1.22
732780,Joseph Rodriguez,Hanna,42,0.09
303971,Valerie Alvarez,Fleming,48,0.27
111087,Nicole Brown,Mcclain,21,0.11
697064,Linda Moore,Oliver,97,1.95
685160,Kenneth Kim DDS,Gordon,50,1.54
951432,Nicole Todd,Garcia,84,1.14
263271,Elizabeth Valencia,Rivera,71,0.06
854586,Melinda Kelly,Johnson,50,0.07
853960,Pamela Roach,Edwards,23,1.13
328488,Brittany Hayes,Hardin,27,3.57
193141,Brandi Mcintosh,Guzman,62,0.96
390601,Charles Wilson,Yoder,99,2.05
372086,Todd Schneider,Cameron,19,3.85
180693,Richard Barrett,Gentry,75,4.0
886050,Gabrielle Oneill,Trevino,87,0.43
497579,Scott Cardenas,Conrad,37,1.17
406304,William Campbell,Lawrence,68,0.35
155901,Kathryn Parker,Aguirre,70,1.6
530881,Jennifer Taylor,Carr,22,1.04
415076,Debra Jones,Gillespie,93,0.56
798607,Zachary Hernandez,Parker,61,3.4
211489,Jessica Friedman,Fletcher,27,2.4
869090,Angela Mullen,Nelson,77,2.08
372961,Alicia Pacheco,Koch,26,2.38
429775,Jackie Perry,Hinton,68,1.6
413409,Kathleen Tucker,Simpson,35,2.39
451868,Justin Copeland,Young,76,1.89
933188,Jeffrey White II,Burns,71,0.69
272256,Michael Chambers,Allen,10,1.22
667690,Alexandria Gonzales,Harrison,46,2.8
424400,Mrs. Nicole Jenkins,White,99,3.31
723871,Matthew Hernandez,Hudson,26,0.96
445882,Karen Brennan,Meyer,65,2.94
586807,Zachary Richard,Martin,60,2.78
559695,Catherine Boone,Brock,44,1.11
814936,Eugene Harper,Carlson,66,2.48
318396,Kevin Thomas,Mitchell,76,0.08
656506,Tracey Hancock,Schwartz,92,0.59
876354,Joshua Bradley,Frazier,46,1.69
437991,Bonnie Smith,Gray,76,3.35
545604,Marie Oliver,Norris,13,3.93
428654,Mary Howard,Jennings,64,2.14
567129,Brianna Williams,Thompson,59,0.5
287035,Austin Park,Stafford,12,2.3
374866,Daniel Williams,Monroe,62,1.11
139353,Marc Davidson,Ramirez,41,0.12
208575,Jennifer Ramirez,Hayes,94,1.0
933647,Jeffrey Barajas,Jones,98,1.07
860133,Brett Robinson,Gates,29,2.29
902906,Michael Gibson,Garcia,34,3.59
871018,Julia White,Maddox,72,2.72
444319,Amy Hernandez,Thompson,81,2.58
251886,Oscar Brown,Walton,64,2.0
109547,Jeffrey Davis,Parker,87,2.89
283996,Michelle Brooks,Griffin,11,3.99
707258,Kim Olson,Mahoney,65,2.36
912902,Robert Armstrong,Smith,95,3.04
726793,Jacob Flores,Byrd,90,1.9
418708,Jesse Edwards,Serrano,14,3.81
664428,Lindsey Simon,Garcia,28,1.56
691275,Leslie Duncan,Willis,44,0.25
887299,Vickie Baker,Ball,36,3.81
264688,Norma Lee,Finley,28,0.97
909211,John Andersen,Stevenson,74,0.71
779929,Karen Wilkerson,Sullivan,80,2.71
478515,Duane Mack,Smith,36,2.67
818973,Robert Robertson,Harrison,53,0.07
948363,Bradley Moon,Hardy,21,0.17
111460,Travis Hernandez,Hall,26,1.73
179206,John Maldonado,Butler,78,0.8
594885,Timothy Martin,Jackson,59,0.93
738090,Jeffery Johnston,Clark,83,3.1
